Timestamp,Trade Close
2/08/1996,1146.25
1/08/1996,1132.81
31/07/1996,1126.4
30/07/1996,1121.23
29/07/1996,1117.97
26/07/1996,1113.86
25/07/1996,1108.74
24/07/1996,1108.75
23/07/1996,1116.65
22/07/1996,1117.88
19/07/1996,1122.6
18/07/1996,1119.45
17/07/1996,1110.42
16/07/1996,1107.86
15/07/1996,1111.79
12/07/1996,1116.11
11/07/1996,1116.06
10/07/1996,1121.09
9/07/1996,1123.95
8/07/1996,1122.72
5/07/1996,1124.73
4/07/1996,1129.83
3/07/1996,1129.83
2/07/1996,1128.46
1/07/1996,1126.92
28/06/1996,1124.8
27/06/1996,1120.11
26/06/1996,1120.85
25/06/1996,1117.89
24/06/1996,1115.84
21/06/1996,1111.96
20/06/1996,1110.17
19/06/1996,1111.91
18/06/1996,1116.15
17/06/1996,1116.68
14/06/1996,1117.5
13/06/1996,1110.55
12/06/1996,1110.6
11/06/1996,1112.06
10/06/1996,1109.19
7/06/1996,1103.6
6/06/1996,1108.59
5/06/1996,1109.63
4/06/1996,1105.54
3/06/1996,1104.74
31/05/1996,1103.81
30/05/1996,1099.58
29/05/1996,1099
28/05/1996,1098.46
27/05/1996,1099.36
24/05/1996,1099.36
23/05/1996,1100.45
22/05/1996,1102.03
21/05/1996,1099.14
20/05/1996,1100.04
17/05/1996,1097.87
16/05/1996,1095.68
15/05/1996,1098.27
14/05/1996,1097.62
13/05/1996,1098.53
10/05/1996,1084.53
9/05/1996,1079.77
8/05/1996,1079.34
7/05/1996,1079.38
6/05/1996,1080.32
3/05/1996,1079.21
2/05/1996,1076.57
1/05/1996,1078.95
30/04/1996,1078
29/04/1996,1074.64
26/04/1996,1073.55
25/04/1996,1071.91
24/04/1996,1071.56
23/04/1996,1070.49
22/04/1996,1070.93
19/04/1996,1070.45
18/04/1996,1068.78
17/04/1996,1066.42
16/04/1996,1067.05
15/04/1996,1065.38
12/04/1996,1061.02
11/04/1996,1055.01
10/04/1996,1058.52
9/04/1996,1061.67
8/04/1996,1062.6
5/04/1996,1076.3
4/04/1996,1076.3
3/04/1996,1078.95
2/04/1996,1076.85
1/04/1996,1079.35
29/03/1996,1080.45
28/03/1996,1080.59
27/03/1996,1082.69
26/03/1996,1084.02
25/03/1996,1084.55
22/03/1996,1081.7
21/03/1996,1082.62
20/03/1996,1079.7
19/03/1996,1078.62
18/03/1996,1077.66
15/03/1996,1072.01
14/03/1996,1072.88
13/03/1996,1075.15
12/03/1996,1079.31
11/03/1996,1080.39
8/03/1996,1078.15
7/03/1996,1094.08
6/03/1996,1091.85
5/03/1996,1090.48
4/03/1996,1085.19
1/03/1996,1081.4
29/02/1996,1079.97
28/02/1996,1077.99
27/02/1996,1074.85
26/02/1996,1075.93
23/02/1996,1077.55
22/02/1996,1079.13
21/02/1996,1078.74
20/02/1996,1075.96
19/02/1996,1081.19
16/02/1996,1081.19
15/02/1996,1079.57
14/02/1996,1080.86
13/02/1996,1074.18
12/02/1996,1075.01
9/02/1996,1072.09
8/02/1996,1071.21
7/02/1996,1070.39
6/02/1996,1065.51
5/02/1996,1063.43
2/02/1996,1061.88
1/02/1996,1066.35
31/01/1996,1064.94
29/12/1995,1052
30/11/1995,991.61
31/10/1995,980.05
29/09/1995,1011.09
31/08/1995,991.65
31/07/1995,982.61
30/06/1995,969.23
31/05/1995,950.14
28/04/1995,912.37
31/03/1995,918.61
28/02/1995,919.9
31/01/1995,905.15
30/12/1994,937.3
30/11/1994,862.91
31/10/1994,893.56
30/09/1994,931.67
31/08/1994,945.09
29/07/1994,944.9
30/06/1994,950.12
31/05/1994,969.51
29/04/1994,949.85
31/03/1994,937.01
28/02/1994,976.67
31/01/1994,935.15
31/12/1993,913.05
30/11/1993,912.5
29/10/1993,961.54
30/09/1993,992.1
31/08/1993,953.94
30/07/1993,931.95
30/06/1993,921.99
31/05/1993,888.32
30/04/1993,904.97
31/03/1993,963.05
26/02/1993,900.88
29/01/1993,845.82
31/12/1992,793.01
30/11/1992,772.76
30/10/1992,757.76
30/09/1992,757.98
31/08/1992,732
31/07/1992,728.28
30/06/1992,704.95
29/05/1992,721.03
30/04/1992,712.48
31/03/1992,718.01
28/02/1992,724.09
31/01/1992,722.86
31/12/1991,688.77
29/11/1991,657.6
31/10/1991,659.84
30/09/1991,670.43
30/08/1991,660.2
31/07/1991,669.64
28/06/1991,676.41
31/05/1991,697.54
30/04/1991,692.42
29/03/1991,689.73
28/02/1991,632.55
31/01/1991,608.92
31/12/1990,556.19
30/11/1990,556.08
31/10/1990,520.87
28/09/1990,544.79
31/08/1990,593
31/07/1990,651.57
29/06/1990,668.56
31/05/1990,660.76
30/04/1990,671.84
30/03/1990,686.26
28/02/1990,687.01
31/01/1990,698.75
29/12/1989,726.5
30/11/1989,729.71
31/10/1989,730.44
29/09/1989,759.61
31/08/1989,762.89
31/07/1989,764.96
30/06/1989,741.24
31/05/1989,737.99
28/04/1989,723.17
31/03/1989,712.06
28/02/1989,707.95
31/01/1989,716.62
30/12/1988,707.29
30/11/1988,696.9
31/10/1988,706.87
30/09/1988,707.01
31/08/1988,706.8
29/07/1988,710.14
30/06/1988,699.16
31/05/1988,667.71
29/04/1988,671.74
31/03/1988,668.47
29/02/1988,665.54
29/01/1988,637.92
31/12/1987,602.04
30/11/1987,580.67
30/10/1987,567.5
30/09/1987,674.47
31/08/1987,683.91
31/07/1987,693.83
30/06/1987,696.76
29/05/1987,670.67
30/04/1987,680.4
31/03/1987,694.85
27/02/1987,699.54
30/01/1987,669.54
